ubuntu@client-measure-n717:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.7 -a 10.156.0.11 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 42
Random waveform, supplied seed
Total number of intervals = 180 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676)
Average QPS expected = 50230
Timestamp start: 1653232987660
Timestamp end: 1653234788106

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target

High priority task list: 1
Low priority task list: 0
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234074.46
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 2 1653234076.35
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
UPDATE: 2-3coresparsec-ferret 1089.10385299
[60.0 , 80.0 , 100.0 , 100.0]
High priority task: parsec-ferret in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 1
Low priority task list: 0
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
UPDATE: 1-3coresparsec-ferret 1098.83961201
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234088.5
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-ferret in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 1
Low priority task list: 0
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 2 1653234094.7
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234094.94
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 2 1653234098.68
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234098.96
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 2 1653234099.24
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234100.49
[42.9 , 100.0 , 100.0 , 100.0]
High priority task: parsec-ferret in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 1
Low priority task list: 0
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 2 1653234106.35
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
MEMCACHED: 1 1653234107.19
2d8a008c97c9a7df4b7cfa36407beb04eb388c2f368a4c3bdff39a6f849a33f8
UPDATE: 1-3coresparsec-ferret 1120.27427506
EXITED: parsec-ferret 884.591126919 1653233225.73
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
STARTED: parsec-freqmine 1653234110.77
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1121.42604494
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1121.66193104
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1121.93354797
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1122.16582894
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1122.39795208
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1122.64564204
[0.0 , 11.1 , 100.0 , 0.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1122.88934398
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1123.13776708
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1123.36981201
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1123.59815812
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1123.83524203
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1124.07322598
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1124.30945396
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1124.5499351
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1124.78195095
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1125.02189398
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1125.33178902
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234121.83
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234122.15
[44.4 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1135.10976505
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1135.46020412
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234126.66
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234128.25
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[42.9 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234147.52
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234147.79
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234148.31
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1160.75895
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234151.53
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234151.86
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234152.38
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234152.7
[33.3 , 55.6 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1163.82414603
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234153.34
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234153.65
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1166.02058506
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1167.39436197
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234156.89
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234157.17
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1168.51558304
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234158.25
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1169.18748403
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234158.74
[50.0 , 62.5 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234165.73
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1176.69256806
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234166.19
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234167.2
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1178.15212512
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234167.67
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1178.95892715
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234168.5
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234178.33
[50.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234185.36
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234186.12
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1199.03481412
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234191.62
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1202.55260611
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234192.05
[44.4 , 60.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234194.81
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1205.738554
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234195.24
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1208.97378016
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234198.47
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234198.77
[57.1 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234208.36
[12.5 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234220.35
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234220.65
[16.7 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1249.09881496
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234238.6
[55.6 , 66.7 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234245.08
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234245.42
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1258.93394208
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234248.49
[50.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234254.71
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234255.34
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234264.72
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234265.03
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234268.67
[66.7 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234278.37
[16.7 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[25.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234302.26
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234302.52
[57.1 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[37.5 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234318.36
[90.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234328.26
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234337.03
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234337.31
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234347.11
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234347.38
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1359.04816794
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234348.58
[70.0 , 77.8 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1368.94828796
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234358.43
[14.3 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234368.51
[75.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[57.1 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1399.07587004
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1399.84767795
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234389.38
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234389.71
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1400.61415696
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234391.02
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1401.94443893
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234391.44
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234392.85
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234393.19
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234393.47
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1404.40041995
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234393.9
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234394.62
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234394.95
[63.6 , 62.5 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1408.86405802
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234398.35
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[16.7 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234424.72
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234424.96
[12.5 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
[0.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1459.09196806
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234448.59
[66.7 , 84.6 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1468.84644198
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1471.24252009
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1472.17425203
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234461.68
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234462.0
[80.0 , 100.0 , 100.0 , 100.0]
High priority task: parsec-freqmine in state running
 and low proirity task: parsec-dedup in state exited

High priority task list: 0
Low priority task list: 0
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 2-3coresparsec-freqmine 1478.46077299
Error response from daemon: Cannot update container bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f: cannot update a stopped container: unknown
UPDATE: 1-3coresparsec-freqmine 1478.9264431
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234468.54
EXITED: parsec-freqmine 357.940634012 1653234110.77
High exception at exit
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234468.76
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1479.77161598
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234469.24
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234469.47
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1480.28942013
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234469.75
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1480.56364608
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234470.03
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1480.84649515
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234470.31
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234470.53
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1481.34545803
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234470.81
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234471.03
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
UPDATE: 1-3coresparsec-freqmine 1481.84291101
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 1 1653234471.3
bfc868d1cf6342be3a6c3706c904c88759c954b417aa592739ab3ab09416ea5f
MEMCACHED: 2 1653234471.53
