ubuntu@client-measure-n717:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.7 -a 10.156.0.11 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (93519, 70128, 63915, 67120, 53324, 87437, 81696, 20120, 89818, 6348, 63760, 18992, 43365, 17874, 69383, 83686, 31566, 87171, 66563, 96341, 95033, 60432, 37127, 55342, 8444, 46992, 77146, 35659, 88539, 79775, 43919, 11803, 62105, 39780, 87057, 64932, 44601, 72085, 86989, 50984, 8256, 9207, 37952, 57437, 51985, 15100, 87382, 12164, 49758, 12218, 96081, 94636, 34544, 70911, 22997, 94117, 47642, 81082, 64899, 69239, 50169, 85560, 71024, 24010, 9103, 7543, 92821, 26118, 99791, 36000, 17129, 74145, 39559, 75538, 80270, 90073, 10585, 9064, 7196, 66906, 66066, 13075, 66412, 40049, 55898, 30048, 36675, 69883, 35721, 78589, 46401, 24190, 6003, 61353, 30316, 72352, 18130, 89356, 28733, 56504, 47062, 21515, 65797, 49191, 85230, 35156, 92470, 26822, 64358, 88684, 50398, 33568, 10454, 86222, 84564, 56026, 91612, 34024, 67090, 32140, 36881, 10880, 27963, 50630, 32308, 15602, 72006, 87807, 26210, 30200, 23606, 59163, 96159, 71986, 39127, 41036, 19508, 62300, 96360, 30298, 57421, 67981, 94811, 36155, 72052, 13362, 36219, 93761, 63498, 80583, 23607, 84499, 97925, 24080, 43364, 89569, 96966, 62135, 61812, 63145, 31364, 15709, 56188, 65911, 73011, 75281, 36636, 69451, 92759, 33544, 78938, 29120, 11794, 99145, 14209, 22175, 56225, 25243, 27109, 40542)
Average QPS expected = 53036
Timestamp start: 1653227955780
Timestamp end: 1653229756184

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      457.3   466.6    86.8   153.7   175.4   340.5   467.1   559.0   644.5   753.6   894.4  1092.0  1545.2  4879.9 13849.3  43965.4    43919
read      472.6  1028.2    93.8   167.6   191.4   367.9   458.7   511.6   546.4   587.4   638.3   738.2  2168.4 14111.5 32312.9  11859.6    11803
read      449.2   466.3    86.8   149.8   169.7   313.1   424.9   512.6   597.7   730.7   921.9  1229.5  1810.7  3968.9 10250.5  62045.1    62105
read      446.8   452.6    86.8   147.6   168.2   333.5   464.9   561.0   652.9   758.5   882.7  1051.1  1387.9  4242.9 14903.7  39902.0    39780
read      587.2   629.6    86.8   178.1   205.4   362.3   491.4   668.5   870.9  1130.5  1422.6  1659.2  2439.6  5268.6 19261.8  87127.9    87057
read      448.8   415.7    86.8   162.9   186.2   333.1   440.9   526.6   602.9   714.5   874.7  1123.3  1627.9  2962.0 12376.3  65023.3    64932
read      452.7   386.8    86.8   156.2   179.5   345.0   467.7   555.2   637.7   742.4   876.6  1078.5  1476.1  3476.6 10223.7  44656.5    44601
read      450.4   414.1    86.8   160.2   184.2   338.5   448.3   531.7   607.7   711.1   860.8  1110.2  1650.6  3162.8 12778.1  72053.8    72085
read      585.4   635.3    80.4   180.6   208.7   370.3   520.4   696.7   857.1  1043.5  1285.2  1631.7  2531.4  4686.6 21273.4  86989.3    86989
read      439.5   399.2    80.4   145.4   164.3   313.5   433.3   521.5   609.7   735.5   907.6  1169.4  1629.8  3320.8  9683.9  50994.9    50984
read      476.6  1237.0    93.8   179.8   206.3   359.9   425.5   459.7   485.0   514.8   555.7   638.1  3466.8 26188.5 32515.4   8228.4     8256
read      507.4  1481.0    93.8   176.6   202.5   368.7   441.8   480.4   506.1   538.2   582.8   668.6  4196.6 30173.2 37630.1   9159.9     9207
read      490.6   735.4    80.4   161.7   186.2   364.8   487.8   577.0   660.0   755.2   878.4  1074.4  1703.9  9565.4 31584.2  37973.9    37952
read      458.6   496.4    86.8   149.2   170.1   327.1   445.2   532.8   617.3   740.4   923.0  1195.1  1740.0  5262.9 14428.7  57553.5    57437
read      446.6   430.0    86.8   147.8   167.7   325.5   446.2   533.3   616.8   737.1   905.0  1145.3  1595.3  3905.1 10907.2  52023.6    51985
read      462.4   904.8    93.8   155.4   178.5   371.8   469.2   525.0   563.0   607.8   665.3   759.1  2052.1 13142.6 31834.5  15165.9    15100
read      611.8   673.9    86.8   188.3   217.5   380.7   548.8   755.6   928.7  1118.3  1396.5  1651.6  2529.0  5231.1 26993.1  87396.1    87382
read      469.0  1067.2    93.8   154.8   177.6   372.5   458.9   504.4   536.6   574.7   624.8   719.1  2248.9 15850.2 36722.8  12159.1    12164
read      465.3   477.1    86.8   171.5   196.5   357.4   467.4   546.7   621.9   724.3   862.7  1082.9  1579.5  4997.6 13633.2  49834.3    49758
read      484.3  1117.7    93.8   172.0   196.7   377.2   467.2   518.2   550.1   589.4   639.9   733.6  2449.6 15602.3 32354.3  12231.3    12218
read      689.9   836.5    93.8   231.6   262.0   404.5   537.7   790.0  1169.2  1429.5  1572.8  1737.4  2733.0  8480.6 31318.1  96078.1    96081
read      700.4   867.4    86.8   223.7   257.1   408.2   549.7   864.5  1256.7  1454.7  1586.1  1741.3  2692.0  8455.0 31800.9  94736.5    94636
read      458.1   631.5    86.8   147.7   166.9   339.2   466.1   557.0   643.9   739.0   859.8  1037.2  1534.7  8480.7 29387.6  34608.7    34544
read      450.1   425.0    86.8   159.9   183.7   336.6   444.1   527.1   601.5   709.2   863.7  1110.2  1683.0  3763.8 10844.4  71022.1    70911
read      486.6   966.5    80.4   147.4   168.7   373.5   486.5   565.0   623.3   685.9   762.3   886.7  1913.0 14502.1 32068.9  22985.7    22997
read      703.6   715.7    93.8   223.4   256.3   410.5   600.9   983.1  1312.4  1468.5  1590.1  1739.2  2645.8  5453.0 27099.0  94041.5    94117
read      452.6   423.0    86.8   155.5   179.0   340.6   458.5   540.9   619.7   731.8   887.5  1098.8  1537.3  3986.3 12848.5  47562.6    47642
read      469.1   436.0    80.4   165.0   189.1   341.1   457.6   553.0   640.8   760.8   928.3  1174.9  1791.1  3341.5 11355.8  81129.4    81082
read      446.5   415.1    86.8   151.1   172.4   321.7   433.5   523.8   605.0   726.7   903.8  1172.2  1731.4  3313.2 12381.7  64932.1    64899
read      436.8   425.5    86.8   149.7   169.2   304.7   409.1   498.8   582.2   711.5   902.3  1212.2  1776.2  2906.5 10220.2  69259.3    69239
read      443.5   487.2    86.8   145.5   164.7   305.7   413.2   504.8   602.3   772.1   976.2  1211.4  1596.6  3905.8 13858.6  50138.7    50169
read      557.0   572.4    86.8   174.4   200.0   353.0   480.7   637.0   800.6  1020.8  1301.5  1610.6  2310.3  3903.4 15617.5  85499.4    85560
read      443.1   359.1    80.4   165.1   189.0   337.4   441.4   523.4   596.8   703.8   847.1  1077.4  1573.3  2721.1 10244.1  71105.8    71024
read      479.7   870.2    86.8   162.6   185.1   371.6   481.9   567.2   628.6   692.9   767.2   895.0  1531.4 12059.5 31969.2  23900.6    24010
read      482.9  1384.2    93.8   170.6   195.4   356.8   427.0   465.0   493.4   528.3   575.4   671.7  2946.5 29928.0 39726.7   9100.6     9103
read      496.4  1511.9    93.8   178.8   203.1   350.4   412.4   444.7   467.6   497.7   539.8   629.1  3857.4 30592.4 42223.6   7471.5     7543
read      686.0   806.1    93.8   214.4   246.5   402.8   560.8   862.5  1195.3  1425.8  1565.3  1730.0  2671.1  7169.4 31538.2  92751.0    92821
read      476.2   672.6    93.8   167.9   191.8   377.4   489.4   572.7   639.2   713.0   797.3   938.1  1568.9  7616.8 31140.2  26085.0    26118
read      687.5   854.3    93.8   225.4   257.6   420.9   547.2   723.4  1076.3  1413.6  1566.4  1733.3  2782.6  8404.9 31840.8  99492.9    99791
read      487.9   766.2    86.8   157.5   181.0   356.1   479.1   569.9   655.0   756.8   881.3  1073.4  1717.6 10744.3 30938.2  36066.5    36000
read      487.8  1072.8    86.8   158.0   181.5   374.0   477.6   544.6   588.7   638.6   705.3   819.1  1958.6 15797.5 32521.6  17063.0    17129
read      472.2   482.8    80.4   160.1   184.0   343.8   459.0   550.7   637.0   753.1   922.9  1201.4  1797.1  4382.0 13939.3  74218.7    74145
read      465.3   472.9    93.8   171.2   196.4   368.5   484.2   568.2   644.0   735.8   847.1  1019.6  1429.7  4609.8 17026.6  39675.5    39559
read      446.2   355.2    86.8   161.8   185.9   345.7   455.7   537.0   607.7   705.5   843.2  1058.3  1581.1  2956.5  8966.7  75487.1    75538
read      470.0   433.7    86.8   163.1   185.7   326.1   435.0   534.8   635.8   777.7   975.4  1286.8  1914.8  3194.8 10574.4  80298.3    80270
read      694.2   774.2    93.8   224.8   256.6   410.4   593.3   907.2  1197.8  1426.3  1568.1  1731.5  2646.1  6972.0 30836.1  90061.4    90073
read      479.2  1181.5    93.8   165.3   190.9   372.5   454.0   497.4   527.4   562.5   611.7   710.4  2595.1 16241.8 35698.9  10554.3    10585
read      504.9  1398.7   101.3   174.7   199.9   363.7   436.3   474.7   503.1   537.3   586.0   684.6  4219.6 27175.8 36841.2   9117.4     9064
read      490.7  1456.8   101.3   178.5   202.7   352.9   413.4   444.7   466.9   496.6   539.8   637.6  3774.9 30579.2 37510.2   7212.9     7196
read      459.0   501.6    86.8   151.9   173.2   324.8   441.8   531.9   617.4   740.8   914.6  1193.9  1817.7  4656.9 14612.5  66838.5    66906
read      451.3   512.0    80.4   150.1   170.3   311.9   417.8   498.3   577.1   702.9   911.4  1259.1  1945.3  4759.5 14971.2  66269.7    66066
read      474.0  1023.8    93.8   167.1   191.7   370.3   458.8   510.1   546.8   590.8   645.1   756.9  2395.2 13747.1 35814.5  13040.5    13075
read      452.3   391.1    86.8   160.7   185.5   343.7   453.7   536.4   611.0   712.9   859.0  1107.0  1640.3  3325.4 10137.7  66283.8    66412
read      461.4   540.9    86.8   145.9   165.7   336.3   470.0   566.2   658.9   765.3   905.8  1103.7  1625.0  5885.7 18712.6  40073.4    40049
read      467.5   488.5    93.8   167.7   193.1   353.0   462.2   543.4   619.4   724.0   871.4  1110.5  1669.4  4546.7 15064.9  56003.0    55898
read      474.1   631.3    86.8   166.9   192.8   382.5   494.4   575.7   642.1   718.2   811.4   966.7  1445.1  7573.9 29880.8  30050.1    30048
read      469.6   528.0    86.8   171.6   196.7   373.9   488.2   572.5   647.9   735.8   845.2  1014.2  1386.4  5002.3 20792.2  36734.6    36675
read      446.4   407.8    86.8   153.2   175.2   325.4   438.7   528.1   610.0   721.3   877.2  1136.5  1713.4  3493.3 11404.2  69781.2    69883
read      470.8   481.9    86.8   169.7   195.5   377.2   491.4   576.1   651.4   739.4   846.1  1012.3  1446.4  5214.8 16159.2  35670.9    35721
read      461.6   369.0    86.8   176.8   202.9   358.3   465.2   548.2   622.1   720.6   863.0  1076.0  1601.6  3086.1  9785.1  78553.3    78589
read      474.8   661.6    86.8   149.8   171.2   343.6   468.0   559.6   644.6   759.6   908.6  1132.8  1688.4  8565.8 30712.0  46354.4    46401
read      492.2   794.3    86.8   174.0   199.4   390.0   495.7   575.0   633.3   698.9   780.4   919.6  1785.7 11303.7 31725.1  24297.5    24190
read      469.1  1324.8   101.3   185.4   209.2   345.3   393.6   421.8   442.0   466.8   505.8   615.6  3886.5 29239.9 36727.9   6010.0     6003
read      471.4   513.0    80.4   161.2   186.3   352.9   466.4   550.6   628.0   732.9   883.0  1148.1  1732.3  5509.2 16734.9  61215.1    61353
read      493.1   764.7    86.8   169.2   195.1   383.4   496.1   582.7   655.3   733.0   827.8   985.8  1626.0  8972.3 32081.5  30350.8    30316
read      473.9   463.0    86.8   158.4   181.0   335.5   456.2   555.9   649.7   775.4   950.3  1243.7  1876.6  4096.7 13326.9  72452.4    72352
read      499.1   978.8    93.8   170.8   195.6   388.4   490.3   559.0   609.0   662.0   729.2   845.1  2089.8 14263.4 32332.9  18097.3    18130
read      716.8   735.6    86.8   229.6   260.8   412.2   638.6  1018.8  1317.1  1471.0  1597.5  1759.4  2688.0  6488.2 27801.0  89322.6    89356
read      471.7   678.2    80.4   148.2   169.3   369.4   492.4   579.1   647.5   722.0   815.8   982.3  1576.1  9232.7 30887.7  28736.7    28733
read      466.5   524.9    80.4   149.5   170.4   322.3   436.0   528.4   623.4   763.2   974.6  1289.3  1849.5  5107.6 15587.8  56529.6    56504
read      468.8   499.0    86.8   149.1   169.9   342.3   473.8   568.4   655.4   765.4   914.6  1158.1  1744.7  5395.8 18091.1  47198.2    47062
read      492.9   904.5    86.8   171.2   196.6   390.6   496.9   572.7   627.0   684.7   756.0   880.5  1607.6 14192.6 32309.3  21479.8    21515
read      461.9   457.8    86.8   156.8   180.7   344.3   457.7   542.3   619.5   725.2   882.7  1142.9  1752.4  4198.6 13056.8  65771.8    65797
read      471.0   596.7    86.8   151.8   174.7   352.6   473.8   558.6   637.6   740.3   883.1  1109.7  1623.2  6922.0 27818.4  49286.9    49191
read      575.0   567.1    86.8   189.0   218.7   387.9   546.1   699.6   835.9   997.1  1200.9  1542.1  2180.5  4534.4 17956.0  85173.9    85230
read      498.2   701.5    93.8   173.2   199.0   383.2   501.2   585.6   660.6   749.8   863.9  1058.0  1654.4  8734.5 31124.4  35173.6    35156
read      695.7   848.1    93.8   224.3   258.0   429.1   566.9   747.6  1078.2  1428.2  1591.7  1771.8  2725.8  8803.4 31547.8  92498.4    92470
read      487.9   593.3    93.8   169.7   193.6   387.5   502.8   593.8   669.4   750.2   853.5  1016.7  1606.2  7558.0 29093.2  26787.0    26822
read      461.1   434.4    80.4   156.9   180.7   345.4   460.5   547.0   624.8   732.7   889.2  1138.2  1706.4  3908.2 12881.7  64389.4    64358
read      709.4   839.0    93.8   224.5   257.0   417.6   588.2   879.2  1229.5  1455.4  1602.0  1786.7  2728.4  8614.9 31461.6  88520.6    88684
read      465.5   586.1    86.8   151.2   173.3   344.0   462.1   546.1   625.8   741.0   897.5  1135.5  1648.6  6349.6 28547.5  50405.4    50398
read      488.1   696.4    86.8   174.2   199.4   382.1   495.0   579.0   653.8   741.1   847.2  1019.6  1513.2  8922.7 31601.4  33491.5    33568
read      482.9  1143.8    93.8   173.9   199.7   380.6   450.3   491.5   521.7   557.8   613.1   724.5  2681.4 15381.7 38467.9  10474.5    10454
read      668.1   676.8    86.8   208.0   239.6   411.6   625.3   873.6  1057.7  1301.7  1520.9  1725.7  2597.9  5637.6 21565.0  86131.2    86222
read      661.9   654.0    93.8   206.8   238.7   417.9   638.5   862.2  1027.9  1233.4  1483.9  1726.6  2519.5  5124.4 18897.8  84681.4    84564
read      475.3   560.9    86.8   165.1   190.1   353.2   464.3   547.0   624.9   738.2   900.8  1161.4  1706.9  6068.0 27857.3  56078.4    56026
read      728.4   866.2    93.8   232.4   264.0   424.2   597.6   972.5  1328.8  1490.4  1614.5  1778.7  2720.4  8680.0 31444.4  91506.4    91612
read      491.7   689.7    86.8   167.8   192.4   375.2   489.1   575.5   653.2   742.3   855.1  1036.4  1812.0  8419.8 30950.1  34094.9    34024
read      467.3   479.1    80.4   156.0   179.7   343.6   460.1   547.6   630.2   745.0   913.4  1172.5  1766.0  4162.5 14650.0  66859.7    67090
read      477.7   622.6    93.8   166.0   190.4   378.8   490.4   573.3   647.0   728.2   823.8   986.2  1574.7  7916.3 29251.0  32035.1    32140
read      474.1   564.7    86.8   165.8   190.4   370.8   485.3   567.7   645.8   740.4   855.0  1024.1  1492.3  7090.3 21453.9  36831.3    36881
read      496.8  1276.3    93.8   174.5   199.5   381.0   453.6   492.9   520.1   552.1   602.0   702.4  3276.9 19816.8 36833.7  10923.6    10880
read      489.2   757.3    86.8   170.4   195.8   388.6   497.1   576.7   644.5   716.6   803.6   941.6  1520.4 10325.8 31874.4  28091.8    27963
read      483.1   614.3    86.8   171.1   196.8   367.0   476.5   555.9   630.8   732.7   874.7  1104.0  1686.0  7543.9 29258.8  50676.8    50630
read      510.7   837.8    86.8   173.0   199.1   390.9   506.0   592.9   669.0   750.3   854.6  1024.4  1941.3 11230.6 35260.1  32284.9    32308
read      500.9  1128.1    93.8   167.7   191.7   386.4   481.8   539.5   580.5   627.0   686.1   794.2  2589.2 16186.0 36623.5  15679.4    15602
read      474.8   474.2    86.8   158.8   182.9   348.2   467.0   558.4   641.3   754.9   923.2  1195.6  1790.3  4968.2 13348.2  71979.0    72006
read      699.0   748.5    86.8   213.5   245.3   418.1   618.9   929.2  1200.0  1433.1  1581.7  1747.6  2674.6  7436.1 30397.1  87751.3    87807
read      483.4   840.9    93.8   163.6   188.3   380.7   487.4   565.5   631.1   699.5   781.1   909.7  1563.1 13329.5 32173.3  26098.8    26210
read      479.1   710.3    93.8   167.1   191.8   381.3   491.6   571.0   641.9   718.6   808.2   950.1  1429.6  9605.2 31538.6  30273.4    30200
read      494.8   970.1    86.8   171.0   195.9   388.1   489.8   562.3   619.9   680.4   750.9   873.1  1586.8 14198.2 36290.0  23615.7    23606
read      471.8   605.2    86.8   149.0   169.2   322.6   444.1   537.1   627.8   760.2   961.8  1286.6  1852.0  7217.4 25798.6  59084.4    59163
read      733.7   874.7    93.8   232.1   263.8   423.2   596.6  1001.3  1354.0  1501.8  1621.9  1778.2  2734.2  9043.3 31446.7  96093.2    96159
read      512.3   598.9    86.8   168.3   195.2   355.0   465.8   561.7   662.0   813.3  1043.0  1447.6  2082.6  5331.5 27757.9  71918.1    71986
read      475.7   804.9    80.4   143.0   162.4   323.0   455.9   557.8   660.1   778.8   930.1  1118.5  1604.9 12374.4 31365.5  39086.3    39127
read      487.0   671.6    86.8   167.3   192.4   369.2   486.5   568.8   647.4   744.5   874.4  1083.3  1658.1  9333.8 31347.5  41049.5    41036
read      487.1   996.4    93.8   168.0   192.2   388.1   486.1   549.9   599.2   651.2   713.3   821.3  1806.9 15156.7 36146.3  19458.8    19508
read      477.2   532.2    86.8   160.4   185.3   354.3   468.4   552.0   631.3   741.2   903.9  1169.9  1782.6  5759.1 19491.6  62291.4    62300
read      721.1   812.8    86.8   228.8   263.3   423.1   592.5   959.2  1317.4  1485.5  1610.7  1770.8  2703.9  8591.1 30668.7  96315.1    96360
read      447.9   536.2    86.8   149.0   170.8   368.0   486.0   564.2   627.1   696.5   785.3   932.7  1331.2  6106.9 29946.5  30453.2    30298
read      396.3   291.3    80.4   161.0   186.3   336.8   423.4   481.0   524.7   579.2   659.1   808.5  1239.3  2108.5  9803.0  57405.2    57421
read      373.2   248.5    80.4   156.6   181.5   325.2   400.1   449.1   488.3   535.3   600.0   727.4  1132.7  2038.6  7736.6  68049.3    67981
read      338.2   226.3    74.4   166.0   191.0   312.8   366.6   398.6   425.4   458.7   502.2   577.4   790.4  1728.8  7903.0  94807.8    94811
read      442.9   351.9    80.4   157.4   183.2   381.2   496.0   567.8   627.1   693.6   780.8   920.5  1203.2  2526.2 11008.3  36158.4    36155
read      365.1   263.0    80.4   161.7   187.5   322.7   392.3   436.9   473.3   516.8   574.5   677.1  1016.9  2108.1  8860.1  71915.2    72052
read      440.5   347.3    93.8   179.7   207.3   415.5   505.2   550.8   583.7   622.2   671.5   746.7   948.6  4055.3 12698.2  13364.9    13362
read      451.7   343.1    86.8   168.2   194.6   387.8   501.0   572.8   631.2   703.1   792.4   938.1  1227.1  2698.9 11903.9  36249.1    36219
read      343.9   194.1    80.4   163.6   187.1   317.4   374.0   408.0   434.5   469.0   516.1   589.5   867.4  1969.3  5376.2  93553.5    93761
read      387.3   265.6    80.4   164.5   190.6   333.7   412.4   465.5   506.1   554.8   625.8   767.2  1200.2  2210.6  7813.0  63572.8    63498
read      348.3   206.5    80.4   170.4   194.8   317.0   376.8   414.5   444.5   481.8   530.2   609.3   844.1  1736.0  7658.0  80577.3    80583
read      446.9   364.7    86.8   174.0   200.1   400.8   505.5   568.7   617.8   673.3   738.6   842.5  1074.2  3459.9 14409.9  23522.1    23607
read      346.1   197.7    80.4   159.9   184.6   318.4   378.1   415.1   444.1   481.0   530.4   611.7   851.7  1734.5  6831.3  84405.9    84499
read      338.1   192.2    74.4   171.5   196.2   315.2   366.2   397.0   422.8   455.1   498.1   571.5   771.7  1602.0  6420.7  98013.8    97925
read      440.9   321.1    86.8   157.8   182.8   393.6   508.4   579.1   627.3   680.5   745.3   853.5  1094.4  3611.8 10021.2  24136.4    24080
read      449.0   330.8    80.4   170.6   197.1   376.8   489.0   561.9   623.5   702.4   798.3   951.5  1277.9  1943.9 10233.2  43234.1    43364
read      349.9   199.4    80.4   167.6   192.7   321.1   377.6   413.4   441.4   478.0   529.0   615.8   886.5  1723.9  6276.3  89544.7    89569
read      345.2   209.8    86.8   169.1   193.6   322.5   374.2   405.2   430.7   462.8   506.5   581.6   803.2  2015.0  6938.2  97077.6    96966
read      392.1   285.3    80.4   161.6   187.3   332.7   416.7   471.5   516.2   571.3   648.3   805.2  1232.7  1911.7  9009.3  62081.8    62135
read      385.6   279.8    80.4   156.8   181.3   328.7   411.4   467.1   508.2   560.5   635.2   782.4  1222.7  2228.7  9385.3  61846.2    61812
read      382.9   264.4    80.4   157.8   181.9   327.1   407.6   462.1   503.2   553.5   627.6   774.4  1226.2  2049.3  8669.8  63146.8    63145
read      451.3   324.1    86.8   159.4   184.8   388.3   507.0   584.5   648.6   720.5   802.4   931.0  1191.6  2911.7 10052.0  31323.3    31364
read      439.2   362.5    86.8   168.5   194.9   405.2   503.7   557.1   594.7   642.3   706.7   792.7   999.7  4170.2 11196.4  15722.0    15709
read      403.9   277.1    80.4   161.5   186.8   339.7   432.2   492.0   537.8   594.9   681.5   851.2  1285.5  2014.8  8388.9  56247.7    56188
